Policyid,policyeffyr,month,underwriter,premium,coverage,irpm,loss ratio,sales manager,state,reason1,reason2,action selected
285,2015,Dec,Alex,19723,auto,0.62,66%,Odeneho,MD,loss ratio>40%,has irpm,no action
286,2012,Nov,Ama,1640,home,0.78,71%,Odeneho,WI,loss ratio>40%,has irpm,no action
287,2013,Apr,Adjoa,47419,contents,1.27,5%,Dedu,MN,,has irpm,add credit
288,2012,Jan,Ben,41058,products,0.67,27%,Dedu,TN,,has irpm,add credit
289,2011,Jan,Dan,17214,building,1.03,69%,Dedu,IL,loss ratio>40%,has irpm,no action
290,2013,Feb,Mina,6603,auto,1.64,59%,Ayikple,WI,loss ratio>40%,has irpm,no action
291,2015,Apr,Abena,15809,products,0.65,29%,Odeneho,MN,,has irpm,add credit
292,2010,Jul,David,37036,auto,0.89,60%,Dedu,PA,loss ratio>40%,has irpm,no action
293,2012,Aug,Ekow,29237,building,1.74,95%,Ayikple,MD,loss ratio>40%,has irpm,add debit
294,2010,Jun,Kwasi,39216,products,1.84,36%,Dedu,TN,,has irpm,add credit
295,2011,Aug,Kwabena,20818,products,0.99,3%,Dedu,TX,,has irpm,add credit
296,2012,Feb,Emefa,43195,contents,1.03,46%,Dedu,NJ,loss ratio>40%,has irpm,no action
297,2014,Jun,Abbie,2109,contents,0.54,77%,Odeneho,WI,loss ratio>40%,has irpm,no action
298,2015,Feb,Aseda,38377,home,1.02,19%,Dedu,VA,,has irpm,add credit
299,2014,Sep,Bella,29737,auto,1.66,13%,Dedu,MD,,has irpm,add credit
300,2014,May,Janice,28005,building,1.15,19%,Ayikple,NY,,has irpm,add credit
301,2012,Dec,Francis,28034,home,1.82,29%,Dedu,IL,,has irpm,add credit
302,2012,Jul,Priscilla,26346,building,0.67,69%,Dedu,FL,loss ratio>40%,has irpm,no action
303,2012,Dec,Franca,38254,products,0.9,17%,Dedu,MN,,has irpm,add credit
304,2013,Sep,Alex,18057,products,1.39,96%,Dedu,KY,loss ratio>40%,has irpm,add debit
305,2011,Jul,Ama,1576,home,1.9,5%,Odeneho,MD,,has irpm,add credit
306,2015,Jul,Adjoa,13516,contents,1.95,34%,Ayikple,NC,,has irpm,add credit
307,2011,Feb,Ben,48886,products,0.79,59%,Ayikple,NC,loss ratio>40%,has irpm,no action
308,2013,Aug,Dan,25202,products,0.86,38%,Dedu,WI,,has irpm,add credit
309,2012,Oct,Mina,15323,building,1.38,52%,Dedu,NY,loss ratio>40%,has irpm,no action
310,2011,Sep,Abena,36407,auto,1.39,9%,Odeneho,GA,,has irpm,add credit
311,2011,Dec,David,34352,home,0.97,53%,Ayikple,TN,loss ratio>40%,has irpm,no action
312,2012,Sep,Ekow,26679,auto,1.04,91%,Odeneho,TX,loss ratio>40%,has irpm,add debit
313,2014,May,Kwasi,27545,contents,1.14,36%,Ayikple,VA,,has irpm,add credit
314,2013,Jul,Kwabena,33578,products,1.46,69%,Dedu,TN,loss ratio>40%,has irpm,no action
315,2013,Oct,Emefa,14473,home,1.35,75%,Dedu,PA,loss ratio>40%,has irpm,add debit
316,2015,Aug,Abbie,6139,home,1.31,92%,Ayikple,GA,loss ratio>40%,has irpm,add debit
317,2011,Nov,Aseda,18882,contents,1.12,43%,Dedu,TX,loss ratio>40%,has irpm,no action
318,2010,Nov,Bella,39272,products,1.64,91%,Odeneho,SC,loss ratio>40%,has irpm,add debit
319,2013,Oct,Janice,25457,products,0.91,39%,Dedu,GA,,has irpm,add credit
320,2013,Sep,Francis,19921,contents,1.28,39%,Dedu,TX,,has irpm,add credit
321,2012,Jun,Priscilla,4322,contents,1.32,95%,Odeneho,NC,loss ratio>40%,has irpm,add debit
322,2013,Oct,Franca,29994,products,0.86,17%,Ayikple,GA,,has irpm,add credit
323,2013,May,Alex,16309,auto,1.76,82%,Dedu,GA,loss ratio>40%,has irpm,add debit
324,2012,Apr,Ama,8314,products,1.3,8%,Dedu,MN,,has irpm,add credit
325,2010,Nov,Adjoa,13300,home,1.62,45%,Odeneho,FL,loss ratio>40%,has irpm,no action
326,2015,Jun,Ben,38315,home,0.76,75%,Ayikple,NY,loss ratio>40%,has irpm,no action
327,2010,Apr,Dan,3657,home,0.92,41%,Ayikple,FL,loss ratio>40%,has irpm,no action
328,2013,Oct,Mina,5347,products,0.64,59%,Odeneho,FL,loss ratio>40%,has irpm,no action
329,2011,Jun,Abena,23327,building,0.79,80%,Ayikple,MD,loss ratio>40%,has irpm,no action
330,2015,Apr,David,13544,products,1.69,9%,Odeneho,SC,,has irpm,add credit
331,2014,Feb,Ekow,34840,building,1.27,83%,Ayikple,TN,loss ratio>40%,has irpm,add debit
332,2013,Jun,Kwasi,41691,products,1.06,30%,Odeneho,SC,,has irpm,add credit
333,2014,Aug,Kwabena,48892,home,1.11,35%,Ayikple,TN,,has irpm,add credit
334,2015,Dec,Emefa,7710,contents,1.47,4%,Dedu,TX,,has irpm,add credit
335,2011,Apr,Abbie,32748,auto,1.18,50%,Ayikple,GA,loss ratio>40%,has irpm,no action
336,2014,Jul,Aseda,7165,products,1.07,82%,Odeneho,SC,loss ratio>40%,has irpm,add debit
337,2012,Sep,Bella,6255,contents,1.73,87%,Odeneho,IL,loss ratio>40%,has irpm,add debit
338,2010,Aug,Janice,47521,products,1.08,4%,Ayikple,WI,,has irpm,add credit
339,2014,Oct,Francis,6694,products,1.12,23%,Dedu,TX,,has irpm,add credit
340,2014,Feb,Priscilla,3575,contents,1.87,28%,Dedu,NC,,has irpm,add credit
341,2012,Sep,Franca,27641,auto,1.67,59%,Odeneho,KY,loss ratio>40%,has irpm,no action
342,2010,Mar,Alex,14625,auto,1.76,32%,Odeneho,PA,,has irpm,add credit
343,2012,Mar,Ama,8953,contents,0.99,3%,Dedu,TX,,has irpm,add credit
344,2014,Feb,Adjoa,39070,contents,0.95,3%,Odeneho,NJ,,has irpm,add credit
345,2010,Aug,Ben,24187,building,1.9,89%,Odeneho,GA,loss ratio>40%,has irpm,add debit
346,2015,Apr,Dan,49676,home,0.62,77%,Dedu,TN,loss ratio>40%,has irpm,no action
347,2010,Oct,Mina,36419,products,0.97,31%,Ayikple,PA,,has irpm,add credit
348,2015,Sep,Abena,46771,products,0.94,96%,Ayikple,NJ,loss ratio>40%,has irpm,no action
349,2014,Jan,David,1903,building,1.04,36%,Dedu,MN,,has irpm,add credit
350,2012,Nov,Ekow,47211,home,1.72,44%,Dedu,WI,loss ratio>40%,has irpm,no action
351,2014,Mar,Kwasi,27020,auto,1.12,7%,Odeneho,NC,,has irpm,add credit
352,2013,Aug,Kwabena,34579,contents,0.79,95%,Dedu,NC,loss ratio>40%,has irpm,no action
353,2013,May,Emefa,45899,auto,1.09,62%,Ayikple,PA,loss ratio>40%,has irpm,no action
354,2010,Feb,Abbie,25138,products,1.52,48%,Ayikple,MN,loss ratio>40%,has irpm,no action
355,2014,Dec,Aseda,21873,building,1.69,69%,Dedu,TX,loss ratio>40%,has irpm,no action
356,2012,Dec,Bella,27106,home,1.14,58%,Dedu,NC,loss ratio>40%,has irpm,no action
357,2012,Jul,Janice,39914,products,1.17,7%,Odeneho,PA,,has irpm,add credit
358,2011,Dec,Francis,14115,auto,0.93,66%,Ayikple,IL,loss ratio>40%,has irpm,no action
359,2014,Dec,Priscilla,15385,home,0.78,30%,Ayikple,SC,,has irpm,add credit
360,2011,Oct,Franca,46218,auto,1.8,53%,Ayikple,SC,loss ratio>40%,has irpm,no action
361,2014,Apr,Alex,34527,home,1.41,58%,Dedu,MN,loss ratio>40%,has irpm,no action
362,2014,Dec,Ama,41052,contents,1.87,51%,Ayikple,KY,loss ratio>40%,has irpm,no action
363,2011,Mar,Adjoa,3327,building,0.53,13%,Dedu,NC,,has irpm,add credit
364,2010,Jan,Ben,8404,building,0.58,41%,Dedu,TN,loss ratio>40%,has irpm,no action
365,2014,Apr,Dan,36472,home,0.66,64%,Dedu,MN,loss ratio>40%,has irpm,no action
366,2012,Aug,Mina,36231,building,0.9,2%,Ayikple,IL,,has irpm,add credit
367,2011,May,Abena,21493,products,0.57,9%,Odeneho,VA,,has irpm,add credit
368,2014,Oct,David,15616,home,1.31,10%,Odeneho,GA,,has irpm,add credit
369,2010,Jan,Ekow,41161,building,1.45,14%,Dedu,NC,,has irpm,add credit
370,2013,Jul,Kwasi,15785,contents,1.54,98%,Ayikple,TX,loss ratio>40%,has irpm,add debit
371,2011,Oct,Kwabena,32830,contents,1.22,91%,Dedu,PA,loss ratio>40%,has irpm,add debit
372,2014,Feb,Emefa,44227,contents,0.79,82%,Odeneho,FL,loss ratio>40%,has irpm,no action
373,2015,Apr,Abbie,36431,building,1.96,98%,Dedu,TX,loss ratio>40%,has irpm,add debit
374,2014,Jul,Aseda,28133,products,1.07,25%,Odeneho,TX,,has irpm,add credit
375,2010,Jan,Bella,24286,home,0.5,2%,Odeneho,KY,,has irpm,add credit
376,2010,Jul,Janice,37625,products,1.93,24%,Ayikple,FL,,has irpm,add credit
377,2010,May,Francis,35447,contents,0.93,85%,Dedu,MN,loss ratio>40%,has irpm,no action
378,2010,Dec,Priscilla,17138,products,0.56,21%,Dedu,NJ,,has irpm,add credit
379,2015,Sep,Franca,44192,home,1.12,79%,Dedu,KY,loss ratio>40%,has irpm,add debit
380,2010,Apr,Alex,16461,contents,1.18,3%,Odeneho,TN,,has irpm,add credit
381,2011,Dec,Ama,1663,products,1.21,32%,Dedu,FL,,has irpm,add credit
382,2012,Feb,Adjoa,2606,building,1.2,55%,Dedu,SC,loss ratio>40%,has irpm,no action
383,2010,Apr,Ben,21246,home,1.93,90%,Ayikple,NY,loss ratio>40%,has irpm,add debit
384,2013,Apr,Dan,3966,contents,1.79,96%,Odeneho,MN,loss ratio>40%,has irpm,add debit
385,2015,Jun,Mina,20312,auto,0.65,62%,Dedu,PA,loss ratio>40%,has irpm,no action
386,2011,Oct,Abena,49400,home,1.62,93%,Odeneho,WI,loss ratio>40%,has irpm,add debit
387,2013,Jan,David,37875,contents,1.67,34%,Dedu,TN,,has irpm,add credit
388,2013,May,Ekow,34689,contents,1.66,77%,Dedu,NJ,loss ratio>40%,has irpm,add debit
389,2012,Mar,Kwasi,49987,building,0.53,50%,Ayikple,NY,loss ratio>40%,has irpm,no action
390,2011,Apr,Kwabena,48082,auto,1.19,53%,Dedu,FL,loss ratio>40%,has irpm,no action
391,2013,Feb,Emefa,33608,home,1,82%,Ayikple,NC,loss ratio>40%,,no action
392,2010,May,Abbie,49630,home,0.55,96%,Odeneho,WI,loss ratio>40%,has irpm,no action
393,2014,Apr,Aseda,4749,contents,1.19,42%,Ayikple,NC,loss ratio>40%,has irpm,no action
394,2015,Jul,Bella,35290,building,1.75,17%,Odeneho,MN,,has irpm,add credit
395,2014,Jun,Janice,40253,products,0.7,75%,Dedu,KY,loss ratio>40%,has irpm,no action
396,2015,Dec,Francis,36481,building,1.33,55%,Ayikple,MD,loss ratio>40%,has irpm,no action
397,2011,Jan,Priscilla,37075,building,1.82,46%,Odeneho,FL,loss ratio>40%,has irpm,no action
398,2013,May,Franca,37566,contents,1.63,9%,Ayikple,VA,,has irpm,add credit
399,2012,May,Alex,4298,contents,1.75,22%,Odeneho,NC,,has irpm,add credit
400,2013,May,Ama,34622,products,0.78,50%,Dedu,SC,loss ratio>40%,has irpm,no action
401,2015,Aug,Adjoa,49130,products,1.12,77%,Odeneho,TX,loss ratio>40%,has irpm,add debit
402,2012,Jan,Ben,27414,home,1.82,87%,Odeneho,TX,loss ratio>40%,has irpm,add debit
403,2014,Oct,Dan,30822,contents,1.77,10%,Dedu,TX,,has irpm,add credit
404,2012,Sep,Mina,26010,building,1.99,96%,Odeneho,MD,loss ratio>40%,has irpm,add debit
405,2014,Jul,Abena,33682,products,1.25,37%,Dedu,TX,,has irpm,add credit
406,2010,Feb,David,18398,products,0.99,71%,Dedu,NJ,loss ratio>40%,has irpm,no action
407,2010,May,Ekow,46229,products,0.6,24%,Odeneho,NC,,has irpm,add credit
408,2013,Jan,Kwasi,14506,building,1.1,37%,Ayikple,NJ,,has irpm,add credit
409,2014,Sep,Kwabena,13590,contents,0.63,15%,Dedu,GA,,has irpm,add credit
410,2015,Mar,Emefa,48704,contents,1.12,2%,Odeneho,MN,,has irpm,add credit
411,2013,Apr,Abbie,5723,products,1.47,27%,Dedu,IL,,has irpm,add credit
412,2011,May,Aseda,32102,contents,1.54,77%,Ayikple,TN,loss ratio>40%,has irpm,add debit
413,2015,Feb,Bella,26223,contents,1.06,39%,Odeneho,FL,,has irpm,add credit
414,2013,Nov,Janice,7253,auto,1.84,13%,Ayikple,TN,,has irpm,add credit
415,2013,Apr,Francis,17794,contents,1.13,60%,Ayikple,WI,loss ratio>40%,has irpm,no action
416,2011,Nov,Priscilla,7908,contents,0.67,78%,Dedu,MN,loss ratio>40%,has irpm,no action
417,2015,Sep,Franca,39379,products,1.55,20%,Odeneho,NC,,has irpm,add credit
418,2014,Jun,Alex,6345,building,0.64,40%,Ayikple,VA,loss ratio>40%,has irpm,no action
419,2015,Aug,Ama,2224,building,1.07,98%,Dedu,NJ,loss ratio>40%,has irpm,add debit
420,2011,Nov,Adjoa,19605,contents,0.82,55%,Odeneho,NJ,loss ratio>40%,has irpm,no action
421,2015,Nov,Ben,31398,products,1.75,1%,Dedu,KY,,has irpm,add credit
422,2010,Sep,Dan,47637,building,1.63,11%,Dedu,TX,,has irpm,add credit
423,2011,May,Mina,4201,home,1.01,34%,Odeneho,GA,,has irpm,add credit
424,2011,Dec,Abena,7826,home,1.5,24%,Odeneho,MD,,has irpm,add credit
425,2010,May,David,35251,products,0.91,57%,Ayikple,IL,loss ratio>40%,has irpm,no action
426,2011,Sep,Ekow,5841,auto,1.64,38%,Dedu,TN,,has irpm,add credit
427,2010,Mar,Kwasi,43660,auto,1.68,56%,Odeneho,PA,loss ratio>40%,has irpm,no action
428,2010,Jan,Kwabena,17478,products,1.68,27%,Dedu,NJ,,has irpm,add credit
429,2011,Jul,Emefa,5792,contents,1.65,88%,Ayikple,MD,loss ratio>40%,has irpm,add debit
430,2015,Jan,Abbie,15583,building,1.09,82%,Ayikple,GA,loss ratio>40%,has irpm,add debit
431,2011,May,Aseda,19531,home,1.7,12%,Dedu,MD,,has irpm,add credit
432,2015,Oct,Bella,49741,auto,0.65,80%,Ayikple,NC,loss ratio>40%,has irpm,no action
433,2011,Apr,Janice,48838,home,1.04,83%,Dedu,MD,loss ratio>40%,has irpm,add debit
434,2013,Jun,Francis,7395,home,0.57,98%,Ayikple,TX,loss ratio>40%,has irpm,no action
435,2012,Nov,Priscilla,35233,products,1.96,88%,Ayikple,NC,loss ratio>40%,has irpm,add debit
436,2013,Aug,Franca,6202,contents,1.41,46%,Ayikple,GA,loss ratio>40%,has irpm,no action
437,2014,May,Alex,10869,auto,1.66,44%,Ayikple,TN,loss ratio>40%,has irpm,no action
438,2010,Nov,Ama,27280,building,1.01,13%,Ayikple,MD,,has irpm,add credit
439,2010,Jun,Adjoa,21807,auto,1.29,37%,Dedu,SC,,has irpm,add credit
440,2012,Nov,Ben,4905,building,1.22,52%,Dedu,TX,loss ratio>40%,has irpm,no action
441,2014,Feb,Dan,37387,contents,1.28,25%,Odeneho,FL,,has irpm,add credit
442,2015,Jan,Mina,20038,building,0.59,11%,Dedu,WI,,has irpm,add credit
443,2011,Jan,Abena,48250,auto,1.88,12%,Ayikple,NJ,,has irpm,add credit
444,2013,Apr,David,40850,products,1.49,73%,Odeneho,FL,loss ratio>40%,has irpm,add debit
445,2011,Dec,Ekow,36034,building,0.81,2%,Odeneho,PA,,has irpm,add credit
446,2012,Feb,Kwasi,2522,contents,1.91,32%,Ayikple,GA,,has irpm,add credit
447,2015,Nov,Kwabena,19317,home,1.75,33%,Ayikple,MN,,has irpm,add credit
448,2014,Nov,Emefa,11017,contents,1.66,47%,Ayikple,FL,loss ratio>40%,has irpm,no action
449,2011,Apr,Abbie,6511,home,1.13,41%,Odeneho,NJ,loss ratio>40%,has irpm,no action
450,2012,Mar,Aseda,34877,auto,1.82,45%,Odeneho,VA,loss ratio>40%,has irpm,no action
451,2012,Nov,Bella,41586,home,1.39,27%,Dedu,NJ,,has irpm,add credit
452,2014,Apr,Janice,41929,products,0.6,69%,Ayikple,NJ,loss ratio>40%,has irpm,no action
453,2011,Feb,Francis,3383,home,1.43,98%,Odeneho,FL,loss ratio>40%,has irpm,add debit
454,2011,Aug,Priscilla,30317,contents,0.79,97%,Dedu,GA,loss ratio>40%,has irpm,no action
455,2010,Sep,Franca,38429,home,0.86,83%,Dedu,MN,loss ratio>40%,has irpm,no action
456,2012,Dec,Alex,41851,home,1.46,95%,Odeneho,KY,loss ratio>40%,has irpm,add debit
457,2012,Jul,Ama,25893,building,0.73,83%,Dedu,KY,loss ratio>40%,has irpm,no action
458,2014,Sep,Adjoa,4968,products,0.88,98%,Ayikple,TX,loss ratio>40%,has irpm,no action
459,2015,Jun,Ben,8654,contents,0.51,38%,Ayikple,IL,,has irpm,add credit
460,2011,Feb,Dan,24316,contents,1.17,70%,Dedu,IL,loss ratio>40%,has irpm,add debit
461,2012,Dec,Mina,24609,home,0.59,37%,Odeneho,WI,,has irpm,add credit
462,2015,Dec,Abena,35838,products,1.64,71%,Odeneho,MN,loss ratio>40%,has irpm,add debit
463,2010,Feb,David,12392,products,0.95,53%,Ayikple,TX,loss ratio>40%,has irpm,no action
464,2015,May,Ekow,49361,home,1.36,47%,Dedu,TX,loss ratio>40%,has irpm,no action
465,2015,Dec,Kwasi,22526,contents,1.11,88%,Odeneho,PA,loss ratio>40%,has irpm,add debit
466,2010,Jan,Kwabena,7726,home,0.86,72%,Dedu,NY,loss ratio>40%,has irpm,no action
467,2014,Jul,Emefa,41650,contents,1.5,27%,Odeneho,IL,,has irpm,add credit
468,2010,Apr,Abbie,47918,products,1.59,59%,Odeneho,NC,loss ratio>40%,has irpm,no action
469,2015,Aug,Aseda,18455,building,1.89,48%,Ayikple,NY,loss ratio>40%,has irpm,no action
470,2012,Apr,Bella,6620,building,0.5,8%,Ayikple,MD,,has irpm,add credit
471,2013,Mar,Janice,21759,products,1.18,24%,Odeneho,GA,,has irpm,add credit
472,2013,Sep,Francis,2212,products,1.06,7%,Dedu,KY,,has irpm,add credit
473,2013,Jun,Priscilla,30838,products,1,44%,Odeneho,MD,loss ratio>40%,,no action
474,2011,Oct,Franca,24519,contents,0.97,38%,Odeneho,NJ,,has irpm,add credit
475,2014,Mar,Alex,48208,home,1.7,72%,Ayikple,GA,loss ratio>40%,has irpm,add debit
476,2012,Dec,Ama,33699,home,2,26%,Odeneho,KY,,has irpm,add credit
477,2012,Jan,Adjoa,17843,contents,0.71,24%,Ayikple,IL,,has irpm,add credit
478,2013,Sep,Ben,8367,products,0.87,66%,Ayikple,WI,loss ratio>40%,has irpm,no action
479,2011,Sep,Dan,31783,home,1.72,89%,Ayikple,NC,loss ratio>40%,has irpm,add debit
480,2013,Sep,Mina,23618,products,1.54,3%,Odeneho,MN,,has irpm,add credit
481,2013,Mar,Abena,19309,auto,0.6,9%,Odeneho,MD,,has irpm,add credit
482,2015,Apr,David,26952,auto,1.4,56%,Odeneho,MN,loss ratio>40%,has irpm,no action
483,2013,May,Ekow,23120,building,2,63%,Dedu,NC,loss ratio>40%,has irpm,no action
484,2010,Apr,Kwasi,2842,home,0.5,54%,Odeneho,NC,loss ratio>40%,has irpm,add credit
485,2011,Oct,Kwabena,34776,building,1.28,36%,Dedu,GA,,has irpm,add credit
486,2012,May,Emefa,1891,home,1.56,69%,Odeneho,NC,loss ratio>40%,has irpm,no action
487,2013,Feb,Abbie,31967,contents,1.37,2%,Dedu,KY,,has irpm,add credit
488,2011,Mar,Aseda,23013,products,1.55,21%,Dedu,KY,,has irpm,add credit
489,2014,Aug,Bella,46617,auto,0.55,93%,Odeneho,PA,loss ratio>40%,has irpm,no action
490,2014,Aug,Janice,19107,products,0.98,59%,Odeneho,NC,loss ratio>40%,has irpm,no action
491,2010,Aug,Francis,32985,products,1.4,65%,Dedu,TN,loss ratio>40%,has irpm,no action
492,2013,Aug,Priscilla,7471,auto,1,50%,Ayikple,GA,loss ratio>40%,,no action
493,2011,Feb,Franca,23838,products,1.65,56%,Ayikple,NC,loss ratio>40%,has irpm,no action
494,2014,Feb,Alex,28407,auto,1.24,70%,Dedu,WI,loss ratio>40%,has irpm,add debit
495,2015,Jan,Ama,11634,home,1.03,23%,Dedu,WI,,has irpm,add credit
496,2015,Dec,Adjoa,2159,contents,1.45,65%,Ayikple,WI,loss ratio>40%,has irpm,no action
497,2010,Jul,Ben,35729,home,1.62,24%,Ayikple,TN,,has irpm,add credit
498,2012,Apr,Dan,30918,home,0.59,11%,Dedu,NY,,has irpm,add credit
499,2013,Aug,Mina,3813,auto,0.57,89%,Odeneho,WI,loss ratio>40%,has irpm,no action
500,2014,Sep,Abena,1980,building,0.83,27%,Dedu,KY,,has irpm,add credit
501,2012,Jun,David,28262,products,1.93,59%,Dedu,NY,loss ratio>40%,has irpm,no action
502,2011,Dec,Ekow,10073,products,1.5,33%,Ayikple,PA,,has irpm,add credit
503,2013,May,Kwasi,32443,building,0.58,84%,Dedu,TN,loss ratio>40%,has irpm,no action
504,2014,Apr,Kwabena,38137,building,0.88,23%,Dedu,TX,,has irpm,add credit
505,2011,Jan,Emefa,35936,contents,0.95,86%,Dedu,VA,loss ratio>40%,has irpm,no action
506,2014,Nov,Abbie,16731,auto,1.8,63%,Ayikple,MN,loss ratio>40%,has irpm,no action
507,2011,Feb,Aseda,31221,auto,1.86,66%,Odeneho,NC,loss ratio>40%,has irpm,no action
508,2010,Mar,Bella,48331,building,1.01,72%,Ayikple,SC,loss ratio>40%,has irpm,add debit
509,2015,Nov,Janice,13706,home,1.34,41%,Odeneho,MD,loss ratio>40%,has irpm,no action
510,2012,Apr,Francis,8668,building,1.37,59%,Odeneho,MN,loss ratio>40%,has irpm,no action
511,2015,Jul,Priscilla,22107,products,1.24,50%,Dedu,KY,loss ratio>40%,has irpm,no action
512,2014,Dec,Franca,26027,home,1.41,65%,Ayikple,PA,loss ratio>40%,has irpm,no action
513,2011,May,Alex,21173,contents,1.01,84%,Ayikple,NJ,loss ratio>40%,has irpm,add debit
514,2010,Nov,Ama,28646,products,1.82,43%,Dedu,SC,loss ratio>40%,has irpm,no action
515,2010,Mar,Adjoa,7508,products,1.83,48%,Ayikple,VA,loss ratio>40%,has irpm,no action
516,2012,Jul,Ben,21969,contents,1.56,3%,Ayikple,MN,,has irpm,add credit
517,2013,Jan,Dan,48413,home,0.51,55%,Ayikple,TN,loss ratio>40%,has irpm,no action
518,2014,Dec,Mina,15039,auto,1.99,42%,Dedu,KY,loss ratio>40%,has irpm,no action
519,2011,Feb,Abena,37964,building,1.19,68%,Ayikple,TX,loss ratio>40%,has irpm,no action
520,2015,Mar,David,19980,building,1.19,18%,Ayikple,TX,,has irpm,add credit
521,2012,Jan,Ekow,28307,auto,1.41,46%,Ayikple,NC,loss ratio>40%,has irpm,no action
522,2013,Jul,Kwasi,36856,products,1.88,9%,Dedu,PA,,has irpm,add credit
523,2014,Aug,Kwabena,37956,building,0.65,17%,Ayikple,TN,,has irpm,add credit
524,2014,Nov,Emefa,32814,building,0.92,3%,Dedu,IL,,has irpm,add credit
525,2015,Oct,Abbie,40633,home,0.68,0%,Ayikple,KY,,has irpm,add credit
526,2014,Apr,Aseda,10408,home,1.06,85%,Odeneho,KY,loss ratio>40%,has irpm,add debit
527,2010,Jan,Bella,29839,products,1.31,83%,Ayikple,FL,loss ratio>40%,has irpm,add debit
528,2011,Aug,Janice,10145,products,0.63,46%,Ayikple,SC,loss ratio>40%,has irpm,no action
529,2011,May,Francis,3607,auto,1.4,26%,Odeneho,GA,,has irpm,add credit
530,2010,Mar,Priscilla,39129,home,1.22,34%,Dedu,WI,,has irpm,add credit
531,2011,Mar,Franca,40479,home,1.72,66%,Ayikple,PA,loss ratio>40%,has irpm,no action
532,2011,Feb,Alex,31826,products,0.7,87%,Dedu,WI,loss ratio>40%,has irpm,no action
533,2011,Mar,Ama,25702,building,1.54,79%,Odeneho,KY,loss ratio>40%,has irpm,add debit
534,2010,Nov,Adjoa,21136,building,1.74,11%,Dedu,PA,,has irpm,add credit
535,2010,Feb,Ben,43675,home,0.54,72%,Ayikple,TX,loss ratio>40%,has irpm,no action
536,2012,Mar,Dan,12266,home,1.06,72%,Ayikple,TX,loss ratio>40%,has irpm,add debit
537,2012,Dec,Mina,13219,auto,1.03,34%,Dedu,NC,,has irpm,add credit
538,2011,Apr,Abena,46419,contents,0.99,89%,Odeneho,IL,loss ratio>40%,has irpm,no action
539,2012,Aug,David,23119,building,1.87,75%,Odeneho,SC,loss ratio>40%,has irpm,add debit
540,2015,Sep,Ekow,2552,building,0.95,67%,Ayikple,NC,loss ratio>40%,has irpm,no action
541,2014,Aug,Kwasi,39753,products,2,88%,Odeneho,TN,loss ratio>40%,has irpm,add debit
542,2015,Sep,Kwabena,38010,building,0.53,9%,Ayikple,TN,,has irpm,add credit
543,2014,Nov,Emefa,38912,contents,0.57,95%,Dedu,NY,loss ratio>40%,has irpm,no action
544,2015,Nov,Abbie,19665,home,1.02,9%,Odeneho,MN,,has irpm,add credit
545,2011,Aug,Aseda,2924,products,1.61,62%,Odeneho,MD,loss ratio>40%,has irpm,no action
546,2010,Oct,Bella,42275,products,1.65,82%,Ayikple,TN,loss ratio>40%,has irpm,add debit
547,2013,Aug,Janice,30335,building,1.97,20%,Odeneho,MN,,has irpm,add credit
548,2011,Jan,Francis,11874,products,1.32,81%,Ayikple,MN,loss ratio>40%,has irpm,add debit
549,2014,Jun,Priscilla,5518,auto,0.76,11%,Odeneho,SC,,has irpm,add credit
550,2013,Feb,Franca,40480,home,1.83,37%,Odeneho,NC,,has irpm,add credit
551,2010,Mar,Alex,35635,products,1.55,21%,Dedu,TX,,has irpm,add credit
552,2014,Dec,Ama,41584,products,1.81,75%,Ayikple,SC,loss ratio>40%,has irpm,add debit
553,2012,Feb,Adjoa,33918,building,1.18,7%,Dedu,GA,,has irpm,add credit
554,2012,May,Ben,36734,contents,1.83,5%,Dedu,NY,,has irpm,add credit
555,2013,Sep,Dan,49541,contents,1.77,7%,Ayikple,NJ,,has irpm,add credit
556,2013,May,Mina,19659,building,1.5,47%,Dedu,MN,loss ratio>40%,has irpm,no action
557,2015,Feb,Abena,33996,contents,1.34,20%,Odeneho,NJ,,has irpm,add credit
558,2012,May,David,9906,home,1.47,15%,Odeneho,IL,,has irpm,add credit
559,2012,Aug,Ekow,1900,products,1.88,94%,Ayikple,VA,loss ratio>40%,has irpm,add debit
560,2011,Oct,Kwasi,13407,products,0.63,79%,Odeneho,NC,loss ratio>40%,has irpm,no action
561,2015,Jun,Kwabena,30993,products,1.1,93%,Dedu,SC,loss ratio>40%,has irpm,add debit
562,2010,Jun,Emefa,10128,auto,1.43,44%,Odeneho,FL,loss ratio>40%,has irpm,no action
563,2010,Jul,Abbie,43230,contents,0.87,23%,Dedu,NC,,has irpm,add credit
564,2015,Apr,Aseda,14903,building,1.98,90%,Ayikple,NC,loss ratio>40%,has irpm,add debit
565,2011,Oct,Bella,45992,home,1.75,82%,Dedu,KY,loss ratio>40%,has irpm,add debit
